"id","sku","title","short description","description","category","link","image_link","price","shipping","stock","Fitment"
"61128","EXSC005","Predator4x4 200 CPI Exhaust Sports Cat Pipes To Fit Range Rover Sport SVR 5.0 V8 L494 15-22","Range Rover Sport SVR 5.0 V8 L494 2015-2022 models



Please Note: this is a non type approved cat and as such will not pass an MOT so is sold for off-road use only.","Predator4x4 decats are designed to increase throttle response and optimise exhaust flow, creating an increase in power and torque for your vehicle. Our Predator4x4 decats directly replace the OEM catalytic converter eliminating the major exhaust restriction.







 



 Manufactured from highest quality T304 grade stainless steel











 



 Direct replacement for the original catalytic converters











 



 Mandrel bent and fully TIG welded for strength and durability











 



 Free flowing sports cat to get the most from the 5.0 V8 engine











 



 Built-in 200 CPI non-type approved sports cat











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Exhausts > Downpipes","https://www.4x4predator.co.uk/downpipes/range-rover-sport-svr-5-0-v8-l494-15-22-200-cpi-exhaust-sports-cat-pipes/","https://www.4x4predator.co.uk/wp-content/uploads/2023/11/50-50-15.jpg","629.99","","in stock","L494 (2013-2021),Land Rover,Range Rover Sport"
"64111","DLFL011","Predator4x4 Black LED Fog Lights To Fit Range Rover Evoque L538 16-19","Range Rover Evoque L538 Facelift 2016-2019 models","Predator4x4 fog lights are direct replacement for the original lights, featuring bright LEDs and durable automotive grade materials providing a longer lifespan and improved quality compared to the OEM equivalent.







 



 Improves road visibility in adverse weather, reducing the risk of accidents and ensuring safer driving.











 



 Designed to be a direct replacement for the OEM fog light











 



 Constructed with high-quality materials for long lasting durability











 



 Fitted with bright LEDs for improved visibility compared to OEM











 



 Sleek black finish provides a subtle yet effective aesthetic upgrade











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Fog Lights","https://www.4x4predator.co.uk/fog-lights/predator-4x4-black-led-fog-lights-to-fit-range-rover-evoque-l538-16-19/","https://www.4x4predator.co.uk/wp-content/uploads/2023/11/50-50-12.jpg","114.99","","in stock","L538 (2011-2018),Land Rover,Range Rover Evoque"
"64144","DLTL004","Predator4x4 LED Rear Tail Lights To Fit Land Rover Discovery 4 L319 09-16","Land Rover Discovery 4 L319 2009-2016 models

Please note these tail lights are not fitted with fog lights and as such are unsuitable for MOT","Predator4x4 LED tail lights are an easy straightforward upgrade for your vehicle, Our Predator4x4 LED tail lights transform the rear end of your vehicle, giving it a sophisticated and stylish new appearance.

 	

 	Manufactured from high quality materials for long lasting durability




 	

 	Direct replacement for the OEM lights with premium, bright LED lights




 	

 	Designed to improve visibility with a simple upgrade




 	

 	Supplied as pictured with a modern updated design




 	

 	The perfect aesthetic upgrade for your Land Rover




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Lights","https://www.4x4predator.co.uk/body-styling/land-rover-discovery-4-l319-09-16-led-rear-tail-lights/","https://www.4x4predator.co.uk/wp-content/uploads/2023/11/DLTL004-copy.jpg","194.99","oversized","in stock","Discovery 4 L319 (2010-2016),Land Rover"
"64117","DLWC003","Predator4x4 Union Jack Spare Wheel Cover To Fit Land Rover Defender L663 2020+","Land Rover Defender 90 110 L663 2020+ models","Predator4x4 Defender wheel covers shield your spare wheel from rain, UV rays, and dirt, extending its lifespan and reliability. Our spare wheel covers also add a touch of style to the rear end of your Defender.







 



 Manufactured from OEM grade ABS for maximum durability











 



 Protects your spare wheel from the elements











 



 Subtly improves the exterior looks of your Defender











 



 Easy to fit straight onto the Defender's tailgate











 



 Supplied ready to fit with a gloss black finish and Union Jack design











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Wheel Covers","https://www.4x4predator.co.uk/wheel-covers/land-rover-defender-l663-2020-union-jack-spare-wheel-cover/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DLWC003-01fitted.jpg","174.99","","in stock","Defender,Land Rover,New Defender L663 2020+"
"64063","DLSP012","Volkswagen Caddy 2K 15-20 Front Bumper Splitter","Volkswagen Caddy 2K 2015-2020 Models","Enhance your vehicle's aerodynamics and style with our front splitter, a must-have accessory for improving both performance and appearance. This precision-engineered splitter is designed to be a flush fit onto the original front bumper, making installation as easy as possible

 	

 	Manufactured from OEM quality ABS for strength and durability




 	

 	Supplied in a sleek gloss black finish ready for fitting




 	

 	Simple sporty design to improve the style of the Caddy




 	

 	Lowers the look of your front bumper and improves aerodynamics




 	

 	Direct fit onto the original front bumper","Styling > Front Splitters","https://www.4x4predator.co.uk/front-splitters/volkswagen-caddy-2k-15-20-front-bumper-splitter/","https://www.4x4predator.co.uk/wp-content/uploads/2023/11/50-50-32.jpg","89.99","","in stock","Caddy,MK3 / MK4 (2004-2020),Volkswagen"
"64148","DLTL003","Predator4x4 LED Rear Tail Lights To Fit Range Rover Sport L494 13-17","Range Rover Sport L494 Pre-Facelift 2013-2017 models



Please note these tail lights are not fitted with fog lights and as such are unsuitable for MOT","Predator4x4 LED tail lights are an easy straightforward upgrade for your vehicle, Our Predator4x4 LED tail lights transform the rear end of your vehicle, giving it a sophisticated and stylish new appearance.







 



 Manufactured from high quality materials for long lasting durability











 



 Direct replacement for the OEM lights with bright LED's











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a modern updated design











 



 The perfect aesthetic upgrade for your Range Rover











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Tail Lights","https://www.4x4predator.co.uk/tail-lights/range-rover-sport-l494-13-17-led-rear-tail-lights/","https://www.4x4predator.co.uk/wp-content/uploads/2023/11/DLTL003-copy.jpg","269.99","oversized","in stock","L494 (2013-2021),Land Rover,Range Rover Sport"
"64031","DLIT001","Predator4x4 Centre Console & Steering Wheel Trim Kit To Fit Land Rover Defender L663 2020+","Land Rover Defender 90 110 L663 2020+ models","Predator4x4 Interior Trim Kits are designed to refresh the look of your car's interior, with gloss black trim pieces designed to fit directly over the existing panels for a straightforward installation process.







 



 OEM grade ABS trim pieces to withstand every day wear and tear











 



 Full gloss black finish to complement the Defender's interior styling











 



 Quick and easy to install











 



 Comprehensive kit offers an effective way to personalise your Defender











 



 Sleek and modern trim pieces enhance the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts











Included in this kit:







 



 Steering wheel spoke cover











 



 Gear selector surround trim











 



 Centre console side finishers











 



 Interior door handle covers











 



 Centre console trim











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Interior Accessories","https://www.4x4predator.co.uk/interior-accessories/land-rover-defender-l663-2020-centre-console-steering-wheel-trim-kit/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/3-5.jpg","154.99","","in stock","Defender,Land Rover,New Defender L663 2020+"
"64125","DLMC006","VW Transporter T6 2016+ Gloss Black Wing Mirror Covers","Volkswagen Transporter T6 2016+ Models","Predator4x4 wing mirror cover kits are the perfect accessory, adding a sporty look to your vehicle whilst ensuring durability and weather resistance.







 



 Manufactured to ensure long lasting strength and durability











 



 Securely fits as a replacement for the OEM mirror covers











 



 Sleek design adds to the overall look of your vehicle











 



 Finished in gloss black ready to fit to your T6











 



 Weather resistant materials protect your mirrors from the elements","Styling > Mirror Covers","https://www.4x4predator.co.uk/body-styling/vw-transporter-t6-2016-gloss-black-wing-mirror-covers/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/DLMC006-copy.jpg","39.99","","in stock","T6 (2016-2024),Transporter,Volkswagen"
"64038","DLIT003","Predator4x4 Centre Console & Gear Selector Trims To Fit Land Rover Defender L663 2020+","Land Rover Defender L663 2020+ models","Predator4x4 Interior Trim Kits are designed to refresh the look of your car's interior, with gloss black trim pieces designed to fit directly over the existing panels for a straightforward installation process.







 



 OEM grade ABS trim piece to withstand every day wear and tear











 



 Full gloss black finish to complement the Defender's interior styling











 



 Quick and easy to install onto the centre console











 



 Includes a centre console cover and gear selector surround











 



 Sleek and modern trim enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Interior Accessories","https://www.4x4predator.co.uk/interior-accessories/land-rover-defender-l663-2020-centre-console-gear-selector-trims/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DLIT003-01.jpg","16.99","","out of stock","Defender,Land Rover,New Defender L663 2020+"
"66847","DLIT002","Predator4x4 Interior Steering Wheel Trim Cover Gloss Black To Fit Land Rover Defender 90 & 110 L663 2020+","Land Rover Defender L663 2020+ models","Predator4x4 Interior Trim Kits are designed to refresh the look of your car's interior, with gloss black trim pieces designed to fit directly over the existing panels for a straightforward installation process.





 OEM grade ABS trim piece to withstand every day wear and tear

 Full gloss black finish to complement the Defender's interior styling

 Quick and easy to install onto the centre console

 Gloss steering wheel surround for a sleek, custom-fit look

 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts","Styling > Interior Accessories","https://www.4x4predator.co.uk/interior-accessories/land-rover-defender-90-110-l663-2020-interior-steering-wheel-trim-cover-gloss-black/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-31.jpg","44.99","","in stock","Defender,Land Rover,New Defender L663 2020+"
"64053","DLGR067","VW Transporter T6 2016+ Matte Black Badgeless Grille","Volkswagen Transporter T6 2016+ models","Predator4x4 grilles are a great addition for the exterior appearance of your vehicle. Our Predator4x4 grilles are designed to replace the OEM grille making fitment simple and straightforward.







 



 Manufactured from high quality ABS for strength and durability











 



 Enhance your Transporter's appearance while retaining functionality











 



 Designed to improve your T6 with a more aggressive look











 



 Fits easily utilizing the OEM mounting points











 



 Supplied with a sleek badgeless design as pictured","Grilles","https://www.4x4predator.co.uk/body-styling/vw-transporter-t6-2016-matte-black-badgeless-grille/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/DLGR067-01fitted-copy.jpg","94.99","","in stock","T6 (2016-2024),Transporter,Volkswagen"
"66703","TSLK009","Nissan Navara D40 D23 NP300 05-21 32mm Front Leveling Spacers","Nissan Navara D40 D23 NP300 2005-2021 Models","Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the Navara. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling
 Anodised red for Increased longevity & rust prevention
 Suitable for use with standard or extended shocks
 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/nissan-navara-d40-d23-np300-05-21-32mm-front-leveling-spacers-2/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK009-01-1.jpg","74.99","","out of stock","D23 NP300 (2015-2021),D40 (2005-2014),Navara,Nissan"
"66676","LIFTKIT010-BL","Toyota Hilux Vigo 2005-2015 2 Front & Rear Lift Kit","Toyota Hilux Vigo 2005-2015 4WD models

Only Suitable for 4WD models



Please Note: Once installed we recommend that you have the vehicle tracked and re-aligned to ensure perfect steering operation.","Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your Hilux. Supplied with both front shock spacers and rear shackles.







 



 Shock spacers are manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium











 



 Designed to raise ground clearance with little to no impact on handling.











 



 Heavy-duty steel shackles with chromoly pins for long-lasting strength and durability











 



 Raise the body of your vehicle 2' on the front and rear











 



 Straightforward to install in a few hours with basic hand tools","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/toyota-hilux-vigo-2005-2015-2-front-rear-lift-kit/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT010-BL-1.jpg","139.99","","in stock","Hilux,MK7 Vigo (2005-2015),Toyota"
"64994","LIFTKIT009-BL","Ford Ranger T6 & T7 11-18 2 Front & Rear Shackle Lift Kit","Ford Ranger T6 & T7 2011-2018 models



Please Note: These shackles do not fit AdBlue models

Once installed we recommend that you have the vehicle tracked and re-aligned to ensure perfect steering operation.","Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your T6/7 Ranger by 2 inches. Supplied with both front shock spacers and rear shackles.

 Shock spacers are manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling.
 Heavy-duty steel shackles with chromoly pins for long-lasting strength and durability
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward to install in a few hours with basic hand tools","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/ford-ranger-t6-t7-11-18-2-front-rear-shackle-lift-kit/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT009-BL-01.jpg","134.99","","in stock","Ford,Ranger T6 (2012-2015),Ranger T7 (2015-2019)"
"66399","LIFTKIT011-BL","Nissan Navara D23 NP300 15+ 2 50mm Front Block & Rear Shackle Lift Kit","Nissan Navara D23 NP300 2015+ models



Please Note: Once installed we recommend that you have the vehicle tracked and re-aligned to ensure perfect steering operation.



&nbsp;","Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your Navara by 2 inches.



 Supplied as a set of 4 spacers for both front & rear

 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium

 Designed to raise ground clearance with little to no impact on handling.

 Suitable for use with standard or extended shocks

 Anodized blue for Increased longevity & rust prevention","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/nissan-navara-d23-np300-15-2-50mm-front-block-rear-shackle-lift-kit/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT011-01-1.jpg","149.99","","out of stock","D23 NP300 (2015-2021),Navara,Nissan"
"65989","TSLK013-BL","Mitsubishi L200 Triton 06-15 2 Rear Lift Blocks","Mitsubishi L200 Triton 2006-2015 models","Predator4x4 rear lift blocks are the perfect combination of form & functionality providing a 2-inch lift to the rear of the L200. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 Lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium
 Raise the body of your vehicle 2' (50.8mm)
 Anodized blue for Increased longevity & rust prevention
 Straightforward installation with basic hand tools
 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/mitsubishi-l200-triton-06-15-2-rear-lift-blocks/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK013-BL-01.jpg","74.99","","in stock","L200,Mitsubishi,Series 4 (2005-2015)"
"66055","TSLK012-BL","Ford Ranger T6 T7 T8 12-21 50mm Rear Lift Blocks","Ford Ranger T6 T7 & T8 models 2012-2021","Predator4x4 rear lift blocks are the perfect combination of form & functionality providing a 2 inch lift to the rear of the Ranger. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.







 



 Lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium











 



 Raise the body of your vehicle 2' (50.8mm)











 



 Anodised blue for Increased longevity & rust prevention











 



 Straightforward installation with basic hand tools











 



 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/ford-ranger-t6-t7-t8-12-21-50mm-rear-lift-blocks-2/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-34.jpg","89.99","","in stock","Ford,Ranger,Ranger T6 (2012-2015),Ranger T7 (2015-2019),Ranger T8 (2019-2022)"
"66038","TSLK010-BL","Ford Ranger T6 / T7 11-18 32mm Front Suspension Levelling Spacers","Ford Ranger T6/T7 2011-2018 models



&nbsp;","Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the T6/7 Ranger. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling.
 Anodised blue for Increased longevity & rust prevention
 Suitable for use with standard or extended shocks
 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/ford-ranger-t6-t7-11-18-32mm-front-suspension-levelling-spacers/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK010-BL-2.jpg","59.99","","in stock","Ford,Ranger T6 (2012-2015),Ranger T7 (2015-2019)"
"64949","TSLK029","Ford Ranger T8 & T9 19+ 32mm Front Lift Spacers","Ford Ranger T8 / T9 2019+ models","Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the T8 & T9 Ranger. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 	

 	Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium




 	

 	Designed to raise ground clearance with little to no impact on handling.




 	

 	Anodized blue for Increased longevity & rust prevention




 	

 	Suitable for use with standard or extended shocks




 	

 	No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/ford-ranger-t8-t9-19-32mm-front-lift-spacers/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK029-BL-BL-02.jpg","64.99","","in stock","Ford,Ranger T8 (2019-2022),Ranger T9 (2023+)"
"64982","TSRL005","Toyota Hilux Vigo 05-15 Rear Smoked Black LED Tail Lights","Toyota Hilux Vigo 2005-2015 models



Please note: these lights are not fitted with a fog light so will not be suitable to pass an MOT","Predator4x4 tail lights are an easy upgrade for your vehicle, providing improved aesthetics and increased visibility.







 



 Manufactured from high quality materials for long lasting durability











 



 Direct replacement for the OEM lights with bright LED's











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a sleek black design











 



 The perfect aesthetic upgrade for your Hilux","Styling > Lights","https://www.4x4predator.co.uk/body-styling/toyota-hilux-vigo-05-15-rear-smoked-black-led-tail-lights/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/TSRL005-01-50-50-copy.jpg","134.99","","out of stock","Hilux,MK7 Vigo (2005-2015),Toyota"
"66194","TSLK020-BL","Nissan Navara D23 NP300 15-21 50mm Coil Spring Lift Spacers","Nissan Navara D23 / NP300 2015-2021 models","Predator4x4 shock spacers are the perfect combination of form & functionality providing a 50mm lift to the rear of the Navara. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 	Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 	Designed to raise ground clearance with little to no impact on handling.
 	Anodised blue for Increased longevity & rust prevention
 	Suitable for use with standard or extended shocks
 	No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/nissan-navara-d23-np300-15-21-50mm-coil-spring-lift-spacers/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK020A-01.jpg","79.99","","in stock","D23 NP300 (2015-2021),Nissan"
"66168","TSLK030","Isuzu D Max 21+ 32mm Front Levelling Spacers","Isuzu D-Max 2021+ models","Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the D-Max. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.





 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium

 Designed to raise ground clearance with little to no impact on handling.

 Anodised blue for Increased longevity & rust prevention

 Suitable for use with standard or extended shocks

 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/isuzu-d-max-21-32mm-front-levelling-spacers/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK021-BL-01.jpg","39.99","","in stock","D-Max,Isuzu,RG (2021-2024)"
"64905","TSLK027","Toyota Hilux Revo 2015+ Rear Lift Shackles","Toyota Hilux Revo 2015+ models



Please note: Once installed we recommend that you have the vehicle tracked and re-aligned to ensure perfect steering operation.","Predator4x4 rear shackles are the perfect combination of form & functionality providing a 2-inch lift to the rear of the Hilux Revo. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 lift kits are the perfect choice.


 Premium steel shackles with chromoly pins for lasting strength & durability
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward installation with basic hand tools
 Anodised blue for Increased longevity & rust prevention
 No modification, drilling or welding required","Suspension > Lift Kits","https://www.4x4predator.co.uk/suspension-lift-kits/toyota-hilux-revo-2015-rear-lift-shackles/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK027-01.jpg","54.99","","in stock","Hilux,MK8/MK9 Revo (2015+),Toyota"
"65684","AZFM012-1","Volkswagen Crafter 2006-2016 Car Floor Mat","Volkswagen Crafter Van 2006-2016 Models","Predator4x4 floor mats are the ultimate solution for protecting your cars flooring from dirt, spills, & wear and tear. Our Predator4x4 car floor mats elevate your car with the perfect blend of style and functionality.







 



 Engineered to withstand daily foot traffic and use in all conditions











 



 Crafted from the highest-quality materials for Durability











 



 Stain resistant material that's easy to clean











 



 Effortlessly maintain a spotless interior











 



 Easy & straightforward to install","Styling > Floor Mats","https://www.4x4predator.co.uk/floor-mats/volkswagen-crafter-2006-2016-car-floor-mat/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-26.jpg","29.99","","in stock","2E (2006-2016),Crafter,Volkswagen"
"65672","LXTD014-2","BMW X5 E70 07-13 Gas Powered Cargo Boot Strut","BMW X5 (E70) 2007-2013 models","Say goodbye to traditional cargo boot floor struts and embrace a new level of convenience and functionality for your vehicle's storage space. Whether you're an experienced car enthusiast or simply someone who values efficiency and ease of use, Predator4x4 cargo boot floor dampers are here to enhance your storage experience.







 



 Effortlessly open and close your cargo boot











 



 Direct fit with no drilling or welding required











 



 Eliminates the need for additional supports











 



 Ensures a secure open position, preventing unexpected mishaps











 



 Features precision-engineered components for a perfect fit for the BMW X5","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/bmw-x5-e70-07-13-gas-powered-cargo-boot-strut/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD014-01.jpg","39.99","","in stock","BMW,E70 (2007-2013),X5"
"65663","LXTD014-1","BMW X5 F15 14-18 Gas Powered Cargo Boot Strut","BMW X5 (F15) 2014-2018 models","Say goodbye to traditional cargo boot floor struts and embrace a new level of convenience and functionality for your vehicle's storage space. Whether you're an experienced car enthusiast or simply someone who values efficiency and ease of use, Predator4x4 cargo boot floor dampers are here to enhance your storage experience.







 



 Effortlessly open and close your cargo boot











 



 Direct fit with no drilling or welding required











 



 Eliminates the need for additional supports











 



 Ensures a secure open position, preventing unexpected mishaps











 



 Features precision-engineered components for a perfect fit for the BMW X5","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/bmw-x5-f15-14-18-gas-powered-cargo-boot-strut/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD014-01.jpg","39.99","","in stock","BMW,F15 (2014-2018),X5"
"64835","LXTD014","BMW X5 G05 2019+ Gas Powered Cargo Boot Strut","BMW X5 (G05) 2019+ models","Say goodbye to traditional cargo boot floor struts and embrace a new level of convenience and functionality for your vehicle's storage space. Whether you're an experienced car enthusiast or simply someone who values efficiency and ease of use, Predator4x4 cargo boot floor dampers are here to enhance your storage experience.







 



 Effortlessly open and close your cargo boot











 



 Direct fit with no drilling or welding required











 



 Eliminates the need for additional supports











 



 Ensures a secure open position, preventing unexpected mishaps











 



 Features precision-engineered components for a perfect fit for the BMW X5","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/bmw-x5-g05-2019-gas-powered-cargo-boot-strut/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD013-06-gallery.jpg","39.99","","in stock","BMW,G05 (2019+),X5"
"55549","AZFM014","Ford Custom Transit Van 2013-2018 Black Floor Mat Set","Ford Transit Custom Van 2013-2018 Models","Predator4x4 floor mats are the ultimate solution for protecting your cars flooring from dirt, spills, & wear and tear. Our Predator4x4 car floor mats elevate your car with the perfect blend of style and functionality.

 	

 	Engineered to withstand daily foot traffic and use in all conditions




 	

 	Crafted from the highest-quality materials for Durability




 	

 	Stain resistant material that's easy to clean




 	

 	Effortlessly maintain a spotless interior




 	

 	Easy & straightforward to install","Styling > Floor Mats","https://www.4x4predator.co.uk/floor-mats/ford-custom-transit-van-2013-2018-black-floor-mat-set/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/AZFM014-copy5050.jpg","34.99","","in stock","Ford,MK1 (2013-2022),Transit Custom"
"64708","LXBD017","Mitsubishi Outlander 2013-2021 Gas Powered Bonnet Struts","Mitsubishi Outlander 2013-2021 models","Say farewell to the conventional, labour-intensive bonnet struts and embrace a new realm of accessibility and convenience when it comes to your vehicle's engine bay. Whether you're an experienced 4x4 enthusiast or simply someone who prioritizes efficiency and safety, our Predator4x4 gas-powered bonnet struts are here to enhance your automotive experience.







 



 Effortlessly open & close your bonnet











 



 Crafted with the highest grade materials to ensure extended durability











 



 Eliminates the necessity for supports, simplifying engine bay maintenance











 



 Provides a secure open position, preventing unexpected bonnet mishaps











 



 Features precision-engineered CNC brackets, tailored for the Outlander","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/mitsubishi-outlander-2013-2021-gas-powered-bonnet-struts/","https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXBD017-01.jpg","39.99","","in stock","Mitsubishi,MK3 (2012-2020),Outlander"
"65540","AZFM013-1","Vauxhall Vivaro B 2014-2018 Black Floor Mats","Vauxhall Vivaro B 2014-2018 Models","Predator4x4 floor mats are the ultimate solution for protecting your cars flooring from dirt, spills, & wear and tear. Our Predator4x4 car floor mats elevate your car with the perfect blend of style and functionality.







 



 Engineered to withstand daily foot traffic and use in all conditions











 



 Crafted from the highest-quality materials for Durability











 



 Stain resistant material that's easy to clean











 



 Effortlessly maintain a spotless interior











 



 Easy & straightforward to install","Styling > Floor Mats","https://www.4x4predator.co.uk/floor-mats/vauxhall-vivaro-b-2014-2018-black-floor-mats/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-24.jpg","29.99","","in stock","Vauxhall,Vivaro,X82 (2014+)"
"64700","LXBD013","Nissan Navara D23 NP300 2015+ Gas Powered Bonnet Struts","Nissan Navara D23 NP300 2015+ models","Say farewell to the conventional, labour-intensive bonnet struts and embrace a new realm of accessibility and convenience when it comes to your vehicle's engine bay. Whether you're an experienced 4x4 enthusiast or simply someone who prioritizes efficiency and safety, our Predator4x4 gas-powered bonnet struts are here to enhance your automotive experience.

 	

 	Effortlessly open & close your bonnet




 	

 	Crafted with the highest grade materials to ensure extended durability




 	

 	Eliminates the necessity for supports, simplifying engine bay maintenance




 	

 	Provides a secure open position, preventing unexpected bonnet mishaps




 	

 	Features precision-engineered CNC brackets, tailored for the D23 Navara","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/nissan-navara-d23-np300-2015-gas-powered-bonnet-struts/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-20.jpg","54.99","","in stock","D23 NP300 (2015-2021),Navara,Nissan"
"64699","LXBD009","Suzuki Jimny JB74 2018+ Gas Powered Bonnet Struts","Suzuki Jimny JB64/JB74 2018+ models","Say farewell to the conventional, labour-intensive bonnet struts and embrace a new realm of accessibility and convenience when it comes to your vehicle's engine bay. Whether you're an experienced 4x4 enthusiast or simply someone who prioritizes efficiency and safety, our Predator4x4 gas-powered bonnet struts are here to enhance your automotive experience.







 



 Effortlessly open & close your bonnet











 



 Crafted with the highest grade materials to ensure extended durability











 



 Eliminates the necessity for supports, simplifying engine bay maintenance











 



 Provides a secure open position, preventing unexpected bonnet mishaps











 



 Features precision-engineered CNC brackets, tailored for the Jimny Platform","Accessories > Bonnet Struts","https://www.4x4predator.co.uk/bonnet-struts/suzuki-jimny-2018-gas-powered-bonnet-struts/","https://www.4x4predator.co.uk/wp-content/uploads/2023/10/50-50-17.jpg","39.99","","in stock","Jimny,MK4 JB74 (2018+),Suzuki"
