Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
ford-transit-custom-2018-21-matte-black-debadged-mesh-grille,Ford Transit Custom 2018-21 Matte Black Debadged Mesh Grille,"'

 	

 	Manufactured from heavy duty materials for long lasting strength and durability




 	

 	Includes fitting hardware as shown




 	

 	Designed to be a bolt on item for ease of install




 	

 	Suppled as pictured in matte black




 	

 	Popular all black mesh style grill adds an aggressive look",,Grilles,Grilles,TRUE,Title,Ford Transit Custom 2018-21 Matte Black Debadged Mesh Grille,SHGR006,0,shopify,0,deny,manual,169.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/SHGR006-copy.jpg
ford-transit-custom-2018-21-gloss-black-debadged-mesh-grille,Ford Transit Custom 2018-21 Gloss Black Debadged Mesh Grille,"'



 



 Manufactured from heavy duty materials for long lasting strength and durability











 



 Includes fitting hardware as shown











 



 Designed to be a bolt on item for ease of install











 



 Suppled as pictured in gloss black











 



 Popular all black mesh style grill adds an aggressive look",,Grilles,Grilles,TRUE,Title,Ford Transit Custom 2018-21 Gloss Black Debadged Mesh Grille,SHGR007,0,shopify,0,deny,manual,154.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/SHGR007-copy.jpg
ford-ranger-t8-18-21-aluminium-side-steps,Ford Ranger T8 18-21 Aluminium Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to fit the OEM mounting points



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage to ensure correct fitment



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T8 18-21 Aluminium Side Steps,LRSS039-4,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-1.jpg
ford-ranger-t7-15-17-black-silver-side-steps,Ford Ranger T7 15-17 Black & Silver Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to fit the OEM mounting points



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage to ensure correct fitment



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T7 15-17 Black & Silver Side Steps,LRSS039-3,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-T7.jpg
ford-ranger-t6-12-14-aluminium-side-steps,Ford Ranger T6 12-14 Aluminium Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Aluminium construction finished with a discreet tough black plastic covering
 Protects the side of your vehicle
 Stylish and practical addition to your Ranger
 Designed to fit the OEM mounting points
 We recommend this kit to be fitted by a certified garage to ensure correct fitment",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T6 12-14 Aluminium Side Steps,LRSS039-1,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-T6.jpg
ford-ranger-t8-18-21-black-aluminium-side-steps,Ford Ranger T8 18-21 Black Aluminium Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet, tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to be a bolt on kit



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T8 18-21 Black Aluminium Side Steps,LRSS039-BK-4,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-T8-BK.jpg
ford-ranger-t7-15-17-black-running-boards-side-steps,Ford Ranger T7 15-17 Black Running Boards Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet, tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to be a bolt on kit



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T7 15-17 Black Running Boards Side Steps,LRSS039-BK-3,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-T7-BK.jpg
ford-ranger-t6-12-14-black-aluminium-side-steps,Ford Ranger T6 12-14 Black Aluminium Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet, tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to be a bolt on kit



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T6 12-14 Black Aluminium Side Steps,LRSS039-BK-1,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-BK.jpg
predator4x4-rear-access-ladder-to-fit-land-rover-discovery-4-l319-2010-2016,Predator4x4 Rear Access Ladder To Fit Land Rover Discovery 4 L319 2010-2016,"'

 	

 	Manufactured from steel to ensure strength and durability




 	

 	Best way to easily access storage on top of your Discovery 4




 	

 	Easy to install with the fitting kit supplied




 	

 	Powder coated black for maximum corrosion prevention




 	

 	Feet are padded to ensure paintwork is not scratched




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories > Access Ladders,"Accessories, Access Ladders",TRUE,Title,Predator4x4 Rear Access Ladder To Fit Land Rover Discovery 4 L319 2010-2016,LRLA001,0,shopify,0,deny,manual,109.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/LRLA001.jpg
predator4x4-rear-roof-access-ladder-to-fit-land-rover-discovery-3-l319-2004-2009,Predator4x4 Rear Roof Access Ladder To Fit Land Rover Discovery 3 L319 2004-2009,"'

 	

 	Manufactured from steel to ensure strength and durability




 	

 	Best way to easily access storage on top of your Discovery 3




 	

 	Easy to install with the fitting kit supplied




 	

 	Powder coated black for maximum corrosion prevention




 	

 	Feet are padded to ensure paintwork is not scratched




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories > Access Ladders,"Accessories, Access Ladders",TRUE,Title,Predator4x4 Rear Roof Access Ladder To Fit Land Rover Discovery 3 L319 2004-2009,LRLA001-1,0,shopify,0,deny,manual,109.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/LRLA001.jpg
mercedes-benz-glc-c253-x253-15-22-aluminium-side-steps,Mercedes Benz GLC C253 X253 15-22 Aluminium Side Steps,"&nbsp;

 	

 	Manufactured from heavy duty materials for long lasting strength and durability



&nbsp;

 	

 	Designed to be a direct fit for ease of install



&nbsp;

 	

 	Provides underside protection



&nbsp;

 	

 	Stylish brushed aluminium step



&nbsp;

 	

 	Raised ABS plastic points along the top provide increased underfoot grip



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Mercedes Benz GLC C253 X253 15-22 Aluminium Side Steps,LRSS020,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS020-50-50-NEW.jpg
jaguar-f-pace-x761-16-20-full-length-black-roof-rails,Jaguar F-Pace X761 16-20 Full Length Black Roof Rails,"Predator4x4 roof rails are designed to fix straight to your roof making fitment easy. Our Predator4x4 roof rails add a great aesthetic touch to your vehicle giving it a capable, rugged look.







 



 Manufactured from high quality aluminium for strength and durability











 



 Quickly and easily fitted direct to OEM mounting points











 



 Perfect combination of versatility and style











 



 Easy & straightforward installation











 



 Supplied in a sleek black finish











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Jaguar F-Pace X761 16-20 Full Length Black Roof Rails,LRRR023-1,0,shopify,0,deny,manual,124.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-4.jpg
predator4x4-car-cover-to-fit-land-rover-defender-90-110-l663-2020,Predator4x4 Car Cover To Fit Land Rover Defender 90 110 L663 2020+,"Our car cover is essential for protecting your vehicle from various elements. It shields your car from rain, snow, UV rays, bird droppings, tree sap, dust, and other environmental hazards that can cause damage to your car's paintwork and exterior surfaces.







 



 Protect your car with a full, easy to use cover











 



 Securely fits to the body of your car











 



 Prevents UV rays from damaging the paintwork











 



 Reduces heat build-up inside your car











 



 Theft and vandalism deterrent











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,Accessories,TRUE,Title,Predator4x4 Car Cover To Fit Land Rover Defender 90 110 L663 2020+,SMCC001,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/cover_05.jpg
toyota-hilux-revo-15-19-rear-led-dynamic-smoked-tail-lights,Toyota Hilux Revo 15-19 Rear LED Dynamic Smoked Tail Lights,"Predator4x4 tail lights are an easy upgrade for your vehicle, providing improved aesthetics and increased visibility.







 



 Manufactured from high quality materials for long lasting strength and durability











 



 Direct replacement for the OEM lights with bright LED's











 



 Designed to improve visibility with a simple upgrade











 



 Supplied as pictured with a sleek black design











 



 Motion indicator lights",,Styling > Lights,"Styling, Lights",TRUE,Title,Toyota Hilux Revo 15-19 Rear LED Dynamic Smoked Tail Lights,TSRL001,0,shopify,0,deny,manual,109.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/TSRL010-fade.jpg
ford-ranger-t7-15-18-matt-black-honeycomb-grille-with-led-lights,Ford Ranger T7 15-18 Matt Black Honeycomb Grille With LED Lights,"Predator4x4 grilles are designed to replace the OEM grille making fitment simple and straight forward. Predator4x4 grilles are a great addition to the exterior appearance of your vehicle.


Manufactured from OEM grade ABS for strength and durability
 Designed to be a direct replacement for the OEM grille
 A great aesthetic upgrade for your Ranger
 Suitable to be fitted as supplied in black or painted to suit
 Fitted with white LED's for increased visibility",,Grilles,Grilles,TRUE,Title,Ford Ranger T7 15-18 Matt Black Honeycomb Grille With LED Lights,TSGR010,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/TSGR010-0-copy.jpg
toyota-land-cruiser-prado-90-1997-2002-snorkel-kit,Toyota Land Cruiser Prado 90 1997-2002 Snorkel Kit,"'



 



 Manufactured from high quality linear low-density polyethylene (LLDPE) for strength and durability in harsh environmental conditions











 



 Designed to relocate the Land Cruiser's air intake point from under the bonnet; to a higher and safer location, providing a constant source of cool, clean air











 



 High impact and UV fade resistant











 



 Helps protect your engine from taking in water











 



 Snorkel ram head can be rotated a full 360° for forward or rear facing air intake",,Snorkels,Snorkels,TRUE,Title,Toyota Land Cruiser Prado 90 1997-2002 Snorkel Kit,TSSN040,0,shopify,0,deny,manual,54.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/TSSN040-fade.jpg
predator4x4-high-flow-alloy-radiator-to-fit-land-rover-discovery-2-5-200tdi-lg-lj-89-94,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Discovery 2.5 200TDI LG/LJ 89-94,"'

 	

 	Polished alloy and TIG welded for strength and long lasting durability




 	

 	More water volume within a channel means greater cooling efficiency




 	

 	Great solution to either replace an old worn radiator or upgrade for extra cooling capabilities




 	

 	Designed to be a direct replacement for ease of fitment




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Cooling > Radiators,"Cooling, Radiators",TRUE,Title,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Discovery 2.5 200TDI LG/LJ 89-94,ZZ03408A-2,0,shopify,0,deny,manual,189.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/ZZ03408A-Land-Rover-Discovery-2.5-200TDI-LGLJ-89-94-5050.jpg
predator4x4-high-flow-alloy-radiator-to-fit-land-rover-discovery-series-1-200tdi-300tdi-2-5td-84-98,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Discovery Series 1 200TDI / 300TDI 2.5TD 84-98,"Predator4x4 Radiators are designed in house & retain OEM mounting points for a smooth installation. With thicker cores, high pressure caps and polished end tanks they provide not only more efficient cooling but provide a great visual upgrade for all engine bays.



 	Polished alloy and TIG welded for strength and long lasting durability
 	More water volume within a channel means greater cooling efficiency
 	Great solution to either replace an old worn radiator or upgrade for extra cooling capabilities
 	Designed to be a direct replacement for ease of fitment
 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Cooling > Radiators,"Cooling, Radiators",TRUE,Title,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Discovery Series 1 200TDI / 300TDI 2.5TD 84-98,ZZ03408A,0,shopify,0,deny,manual,189.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/ZZ03408A-Land-Rover-Discovery-2.5-200TDI-LGLJ-89-94-5050.jpg
predator4x4-high-flow-alloy-radiator-to-fit-land-rover-defender-2-5-200tdi-ld-90-94,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Defender 2.5 200TDI LD 90-94,"'

 	

 	Polished alloy and TIG welded for strength and long lasting durability




 	

 	More water volume within a channel means greater cooling efficiency




 	

 	Great solution to either replace an old worn radiator or upgrade for extra cooling capabilities




 	

 	Designed to be a direct replacement for ease of fitment




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Cooling > Radiators,"Cooling, Radiators",TRUE,Title,Predator4x4 High Flow Alloy Radiator To Fit Land Rover Defender 2.5 200TDI LD 90-94,ZZ03408A-1,0,shopify,0,deny,manual,189.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/ZZ03408A-Land-Rover-Defender-2.5-200TDI-LD-90-94-5050.jpg
mitsubishi-l200-triton-15-19-2-front-rear-lift-kit,Mitsubishi L200 Triton 15-19 2 Front & Rear Lift Kit,"Shock spacers are manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to work in combination with the angle and length of your front lower control arm to raise your BT-50 with the least amount of stress placed on your suspension
 Suitable for use with standard or extended shocks
 Heavy-duty steel shackles with chromoly pins for long-lasting strength and durability
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward to install in a few hours with basic tools and competency



Once installed we recommend that you have the vehicle tracked and re-aligned to ensure perfect steering operation.",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Mitsubishi L200 Triton 15-19 2 Front & Rear Lift Kit,LIFTKIT008-BL,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT008-BL-01.jpg
mitsubishi-l200-triton-06-15-2-50mm-front-rear-lift-kit,Mitsubishi L200 Triton 06-15 2 50mm Front & Rear Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your L200. Supplied with both front shock spacers and rear lift blocks.

 Shock spacers and lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium
 Suitable for use with standard or extended shocks
 Designed to raise ground clearance with little to no impact on handling.
 Raise the front of your vehicle 1.25' (32mm) and the rear by 2' (50.8mm)
 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Mitsubishi L200 Triton 06-15 2 50mm Front & Rear Lift Kit,LIFTKIT007-BL,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT007-BL-01.5.jpg
nissan-navara-d40-05-15-2-50mm-front-block-rear-shackle-lift-kit,Nissan Navara D40 05-15 2 50mm Front Block & Rear Shackle Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your Navara by 2 inches. Supplied with both front shock spacers and rear shackles.



 Shock spacers are manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium

 Designed to raise ground clearance with little to no impact on handling.

 Heavy-duty steel shackles with chromoly pins for long-lasting strength and durability

 Raise the body of your vehicle 2' (50.8mm)

 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Nissan Navara D40 05-15 2 50mm Front Block & Rear Shackle Lift Kit,LIFTKIT004-BL,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT004-BL-01.0.jpg
nissan-navara-d40-05-15-2-32mm-front-rear-lift-kit,Nissan Navara D40 05-15 2 32mm Front & Rear Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your Navara. Supplied with both front shock spacers and rear lift blocks.

 Shock spacers and lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium
 Suitable for use with standard or extended shocks
 Designed to raise ground clearance with little to no impact on handling.
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Nissan Navara D40 05-15 2 32mm Front & Rear Lift Kit,LIFTKIT003-BL,0,shopify,0,deny,manual,154.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT003-BL-01.5.jpg
toyota-hilux-05-15-2-50mm-front-rear-lift-kit,Toyota Hilux 05-15 2 50mm Front & Rear Lift Kit,"Shock spacers and lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium
 Suitable for use with standard or extended shocks
 Designed to work in combination with the angle and length of your front lower control arm to raise your Hilux with the least amount of stress placed on your suspension
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward to install in a few hours with basic tools and competency",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Toyota Hilux 05-15 2 50mm Front & Rear Lift Kit,LIFTKIT002,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT002.1.jpg
ford-ranger-t6-t7-12-19-2-50mm-front-rear-lift-kit,Ford Ranger T6 T7 12-19 2 50mm Front & Rear Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your Ranger by 2 inches. Supplied with both front shock spacers and rear lift blocks.







 Shock spacers and lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium

 Suitable for use with standard or extended shocks

 Designed to raise ground clearance with little to no impact on handling.

 Raise the body of your vehicle 2' (50.8mm)

 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Ford Ranger T6 T7 12-19 2 50mm Front & Rear Lift Kit,LIFTKIT001-BL,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT001-BL-01.jpg
isuzu-d-max-rt-12-20-chrome-roll-bar,Isuzu D Max RT 12-20 Chrome Roll Bar,"Predator4x4 pickup roll bars enhance your pickup truck's appearance and functionality. Our Predator4x4's rugged and stylish roll bars are the perfect addition for truck enthusiasts looking to take their vehicle to the next level.



 	Manufactured from heavy duty stainless steel for long lasting strength and durability
 	Providing a solid anchor point for securing & transporting cargo
 	Finished in chrome for an additional aesthetic touch
 	Designed to work with or without tonneau covers
 	Easy & straightforward installation",,Exterior Accessories,Exterior Accessories,TRUE,Title,Isuzu D Max RT 12-20 Chrome Roll Bar,HWRB001-6,0,shopify,0,deny,manual,279.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/10/HWRB001-01.jpg
isuzu-d-max-2012-rear-led-smoked-tail-lights,Isuzu D Max 2012+ Rear LED Smoked Tail Lights,"Predator4x4 LED tail lights are an easy straightforward upgrade for your vehicle, Our Predator4x4 LED tail lights transform the rear end of your vehicle, giving it a sophisticated and stylish new appearance.















 



 

Manufactured from high quality materials for long lasting durability











 



 

Direct replacement for the OEM lights with bright LED's











 



 

Designed to improve visibility with a simple upgrade











 



 

Supplied as pictured with a modern smoked finish











 



 

The perfect aesthetic upgrade for your D-Max",,Styling > Tail Lights,"Styling, Tail Lights",TRUE,Title,Isuzu D Max 2012+ Rear LED Smoked Tail Lights,DSTL002,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DSTL002-01-copy.jpg
isuzu-d-max-2012-black-mud-guard-flaps,Isuzu D Max 2012+ Black Mud Guard Flaps,"Predator4x4 mud flaps are designed to redirect road debris, mud, and water away from your vehicle. Our Predator4x4 mud flaps keep your vehicle clean, protected, and looking its best, whether you're cruising the city streets or venturing off-road.















 



 

Supplied as a complete set of 4 mud flaps & required fittings











 



 

Protect your D-Max from paint chips and road debris











 



 

Manufactured from high quality Polypropylene











 



 

Subtle yet substantial upgrade for your D-Max











 



 

Easy & Straightforward to install",,Styling > Mud Flaps,"Styling, Mud Flaps",TRUE,Title,Isuzu D Max 2012+ Black Mud Guard Flaps,DSMF003,0,shopify,0,deny,manual,29.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DSMF003-01.jpg
isuzu-d-max-12-21-tow-bar-with-7-pin-plug,Isuzu D Max 12-21 Tow Bar With 7 Pin Plug,"Predator4x4 tow bar is the ultimate solution for all your towing and transporting needs. Our Predator4x4 tow bars are supplied with 7 pin trailer plugs and control boxes allowing a simple electrical connection between your vehicle and trailer.















 



 

Manufactured from black powder coated steel for long lasting strength











 



 

7 Pin universal plug with water resistant control box & connectors











 



 

Full kit including all necessary fittings for easy fitment











 



 

A must-have practical upgrade for your D-Max











 



 

Securely fits to the OEM mounting points",,Styling > Tow Bars,"Styling, Tow Bars",TRUE,Title,Isuzu D Max 12-21 Tow Bar With 7 Pin Plug,DSTB005,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/DSTB005-02.jpg
isuzu-d-max-12-19-2-50mm-front-rear-lift-kit,Isuzu D Max 12-19 2 50mm Front & Rear Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your D-Max by 2 inches. Supplied with both front shock spacers and rear shackles.

 Shock spacers are manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling.
 Heavy-duty steel shackles with chromoly pins for long-lasting strength and durability
 Raise the body of your vehicle 2' (50.8mm)
 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Isuzu D Max 12-19 2 50mm Front & Rear Lift Kit,LIFTKIT006-BL,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT006-BL-01.5.jpg
isuzu-d-max-2012-alloy-32mm-front-50mm-rear-lift-kit,Isuzu D Max 2012+ Alloy 32mm Front & 50mm Rear Lift Kit,"Predator4x4 lift kits are designed to provide a simple yet premium & cost-effective solution to raising the ride height of your D-Max. Supplied with both front shock spacers and rear lift blocks.

 Shock spacers and lifting blocks are manufactured from CNC machined aircraft grade 6061-T6 billet aluminium
 Suitable for use with standard or extended shocks
 Designed to raise ground clearance with little to no impact on handling.
 Raise the body of your vehicle 1.25' (32mm) at the front and 2' (50.8mm) at the rear
 Straightforward to install in a few hours with basic hand tools",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Isuzu D Max 2012+ Alloy 32mm Front & 50mm Rear Lift Kit,LIFTKIT005-BL,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LIFTKIT005-BL-01.5.jpg
mazda-b-series-bt50-black-truck-bed-rail-cross-bars,Mazda B Series BT50 Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Mazda B Series BT50 Black Truck Bed Rail Cross Bars,YHRR057-6,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
toyota-hilux-2004-black-truck-bed-rail-cross-bars,Toyota Hilux 2004+ Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Toyota Hilux 2004+ Black Truck Bed Rail Cross Bars,YHRR057-5,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
mercedes-x-class-2017-20-black-truck-bed-rail-cross-bars,Mercedes X-Class 2017-20 Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Mercedes X-Class 2017-20 Black Truck Bed Rail Cross Bars,YHRR057-4,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
mitsubishi-l200-2005-black-truck-bed-rail-cross-bars,Mitsubishi L200 2005+ Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Mitsubishi L200 2005+ Black Truck Bed Rail Cross Bars,YHRR057-1,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-full-1.jpg
